Date,Product_Name,Product_ID,Category,Unit_Price,Units_Sold,Supplier_ID,Lead_Time_Days,On_Time_Delivery_Rate,Unit_of_Measure
2/27/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,156,S009,10,0.87,kg
2/28/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.38,127,S005,10,0.92,kg
3/1/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,138,S001,10,0.95,kg
3/2/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,139,S002,10,0.9,kg
3/3/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,163,S007,10,0.49,kg
3/4/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,156,S002,10,0.9,kg
3/5/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,143,S009,10,0.87,kg
3/6/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,142,S009,10,0.87,kg
3/7/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,166,S006,10,0.88,kg
3/8/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,132,S009,10,0.77,kg
3/9/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,129,S004,10,0.98,kg
3/10/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,136,S009,10,0.76,kg
3/11/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,164,S010,10,0.5,kg
3/12/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.36,115,S008,10,0.96,kg
3/13/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,135,S006,10,0.88,kg
3/14/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,134,S008,10,0.96,kg
3/15/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,135,S010,10,0.66,kg
3/16/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,125,S002,10,0.9,kg
3/17/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.36,83,S005,10,0.92,kg
3/18/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,112,S005,10,0.92,kg
3/19/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,121,S005,10,0.67,kg
3/20/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.37,119,S010,10,0.75,kg
3/21/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.39,147,S004,10,0.98,kg
3/22/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.38,123,S005,10,0.92,kg
3/23/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,131,S002,10,0.9,kg
3/24/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,160,S008,10,0.96,kg
3/25/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,125,S003,10,0.85,kg
3/26/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,146,S001,10,0.74,kg
3/27/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.35,143,S010,10,0.75,kg
3/28/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,171,S010,10,0.75,kg
3/29/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.39,179,S007,10,0.8,kg
3/30/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.35,150,S003,10,0.85,kg
3/31/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,162,S006,10,0.88,kg
4/1/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.37,153,S005,10,0.7,kg
4/2/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,128,S003,10,0.85,kg
4/3/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,190,S006,10,0.88,kg
4/4/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,142,S006,10,0.78,kg
4/5/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,146,S009,10,0.67,kg
4/6/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,142,S001,10,0.95,kg
4/7/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.4,113,S010,10,0.75,kg
4/8/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.37,140,S005,10,0.92,kg
4/9/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.35,145,S010,10,0.75,kg
4/10/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,136,S008,10,0.96,kg
4/11/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,215,S002,10,0.9,kg
4/12/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.36,120,S009,10,0.87,kg
4/13/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,137,S001,10,0.95,kg
4/14/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,124,S010,10,0.58,kg
4/15/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.36,145,S010,10,0.5,kg
4/16/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,123,S005,10,0.92,kg
4/17/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,130,S006,10,0.88,kg
4/18/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,137,S005,10,0.92,kg
4/19/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.35,136,S001,10,0.95,kg
4/20/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,137,S002,10,0.9,kg
4/21/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,116,S005,10,0.92,kg
4/22/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,127,S010,10,0.62,kg
4/23/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,142,S009,10,0.87,kg
4/24/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.35,149,S010,10,0.4,kg
4/25/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.36,148,S009,10,0.87,kg
4/26/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,159,S006,10,0.88,kg
4/27/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,111,S004,10,0.98,kg
4/28/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,180,S009,10,0.65,kg
4/29/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,152,S007,10,0.8,kg
4/30/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,117,S005,10,0.92,kg
5/1/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.36,150,S003,10,0.85,kg
5/2/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,142,S009,10,0.87,kg
5/3/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,140,S004,10,0.98,kg
5/4/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,149,S004,10,0.98,kg
5/5/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.37,136,S003,10,0.85,kg
5/6/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.37,139,S002,10,0.9,kg
5/7/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,127,S005,10,0.92,kg
5/8/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.35,172,S005,10,0.92,kg
5/9/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,142,S008,10,0.96,kg
5/10/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.35,168,S010,10,0.75,kg
5/11/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,99,S005,10,0.92,kg
5/12/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,120,S006,10,0.88,kg
5/13/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,122,S005,10,0.92,kg
5/14/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,93,S003,10,0.85,kg
5/15/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,162,S004,10,0.98,kg
5/16/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,129,S009,10,0.87,kg
5/17/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,115,S009,10,0.87,kg
5/18/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,116,S010,10,0.75,kg
5/19/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,114,S010,10,0.45,kg
5/20/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.38,127,S006,10,0.88,kg
5/21/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,138,S010,10,0.75,kg
5/22/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,100,S003,10,0.85,kg
5/23/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,130,S004,10,0.98,kg
5/24/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.36,136,S002,10,0.9,kg
5/25/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,170,S010,10,0.75,kg
5/26/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.36,134,S008,10,0.96,kg
5/27/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,150,S005,10,0.92,kg
5/28/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,139,S004,10,0.98,kg
5/29/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,137,S010,10,0.41,kg
5/30/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,137,S008,10,0.96,kg
5/31/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,161,S009,10,0.87,kg
6/1/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,128,S009,10,0.51,kg
6/2/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,144,S008,10,0.96,kg
6/3/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,143,S008,10,0.96,kg
6/4/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,140,S005,10,0.92,kg
6/5/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,119,S004,10,0.98,kg
6/6/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,115,S005,10,0.92,kg
6/7/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,129,S003,10,0.85,kg
6/8/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,126,S004,10,0.98,kg
6/9/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,114,S003,10,0.85,kg
6/10/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,150,S007,10,0.8,kg
6/11/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,127,S008,10,0.96,kg
6/12/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,138,S002,10,0.9,kg
6/13/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,125,S009,10,0.87,kg
6/14/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,93,S009,10,0.74,kg
6/15/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.35,126,S001,10,0.95,kg
6/16/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,107,S010,10,0.57,kg
6/17/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.25,120,S004,10,0.98,kg
6/18/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.35,124,S006,10,0.88,kg
6/19/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,138,S002,10,0.9,kg
6/20/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,104,S008,10,0.96,kg
6/21/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.42,97,S004,10,0.98,kg
6/22/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,127,S005,10,0.92,kg
6/23/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,115,S007,10,0.8,kg
6/24/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,138,S010,10,0.75,kg
6/25/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,129,S001,10,0.95,kg
6/26/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,128,S001,10,0.95,kg
6/27/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,119,S004,10,0.98,kg
6/28/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.35,115,S008,10,0.96,kg
6/29/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,130,S008,10,0.96,kg
6/30/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,126,S003,10,0.85,kg
7/1/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,116,S002,10,0.9,kg
7/2/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,181,S005,10,0.92,kg
7/3/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,127,S002,10,0.9,kg
7/4/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,104,S008,10,0.65,kg
7/5/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,146,S005,10,0.92,kg
7/6/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,122,S005,10,0.92,kg
7/7/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,128,S008,10,0.96,kg
7/8/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,117,S008,10,0.96,kg
7/9/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,114,S002,10,0.9,kg
7/10/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,119,S007,10,0.8,kg
7/11/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.25,97,S005,10,0.92,kg
7/12/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,124,S010,10,0.75,kg
7/13/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,105,S002,10,0.9,kg
7/14/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,108,S010,10,0.75,kg
7/15/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,115,S002,10,0.9,kg
7/16/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,100,S010,10,0.41,kg
7/17/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,127,S007,10,0.8,kg
7/18/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.33,128,S004,10,0.98,kg
7/19/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,106,S008,10,0.96,kg
7/20/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,191,S009,10,0.87,kg
7/21/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.34,112,S006,10,0.54,kg
7/22/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,118,S009,10,0.87,kg
7/23/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,113,S010,10,0.75,kg
7/24/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,111,S004,10,0.98,kg
7/25/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,115,S005,10,0.92,kg
7/26/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,110,S007,10,0.8,kg
7/27/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,117,S001,10,0.95,kg
7/28/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,136,S007,10,0.8,kg
7/29/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,157,S004,10,0.98,kg
7/30/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,138,S007,10,0.8,kg
7/31/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,128,S005,10,0.92,kg
8/1/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,119,S004,10,0.98,kg
8/2/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,135,S005,10,0.92,kg
8/3/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,115,S005,10,0.92,kg
8/4/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,118,S001,10,0.57,kg
8/5/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,112,S010,10,0.75,kg
8/6/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,100,S003,10,0.85,kg
8/7/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,113,S009,10,0.87,kg
8/8/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.24,129,S010,10,0.75,kg
8/9/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,99,S006,10,0.69,kg
8/10/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,131,S004,10,0.98,kg
8/11/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,126,S010,10,0.75,kg
8/12/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,117,S003,10,0.85,kg
8/13/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,115,S003,10,0.85,kg
8/14/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,71,S008,10,0.96,kg
8/15/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,94,S002,10,0.9,kg
8/16/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,111,S006,10,0.88,kg
8/17/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.25,82,S008,10,0.96,kg
8/18/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.24,108,S005,10,0.92,kg
8/19/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,97,S002,10,0.9,kg
8/20/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,91,S010,10,0.38,kg
8/21/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,190,S010,10,0.75,kg
8/22/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,129,S006,10,0.88,kg
8/23/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.25,106,S001,10,0.95,kg
8/24/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.23,115,S003,10,0.85,kg
8/25/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,123,S010,10,0.75,kg
8/26/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.25,118,S007,10,0.8,kg
8/27/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,114,S001,10,0.95,kg
8/28/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,122,S007,10,0.8,kg
8/29/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,139,S007,10,0.8,kg
8/30/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,237,S001,10,0.95,kg
8/31/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,265,S006,10,0.58,kg
9/1/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,131,S001,10,0.95,kg
9/2/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,111,S008,10,0.96,kg
9/3/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,102,S003,10,0.52,kg
9/4/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,121,S003,10,0.85,kg
9/5/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,114,S001,10,0.84,kg
9/6/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,151,S001,10,0.95,kg
9/7/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.25,112,S003,10,0.85,kg
9/8/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,98,S001,10,0.95,kg
9/9/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.24,98,S003,10,0.85,kg
9/10/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.24,81,S008,10,0.96,kg
9/11/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.25,76,S007,10,0.8,kg
9/12/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,78,S005,10,0.92,kg
9/13/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,73,S007,10,0.8,kg
9/14/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.24,89,S004,10,0.98,kg
9/15/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,85,S003,10,0.85,kg
9/16/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,74,S008,10,0.96,kg
9/17/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.25,75,S005,10,0.92,kg
9/18/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,107,S003,10,0.85,kg
9/19/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,100,S001,10,0.95,kg
9/20/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,121,S009,10,0.87,kg
9/21/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,109,S009,10,0.87,kg
9/22/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,90,S009,10,0.87,kg
9/23/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,92,S005,10,0.53,kg
9/24/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,113,S006,10,0.88,kg
9/25/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,111,S007,10,0.64,kg
9/26/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.24,85,S004,10,0.98,kg
9/27/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,105,S010,10,0.45,kg
9/28/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.24,106,S004,10,0.98,kg
9/29/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,105,S005,10,0.92,kg
9/30/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.25,110,S009,10,0.87,kg
10/1/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.24,103,S008,10,0.96,kg
10/2/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.21,107,S008,10,0.96,kg
10/3/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.24,133,S003,10,0.65,kg
10/4/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,113,S002,10,0.9,kg
10/5/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,74,S004,10,0.98,kg
10/6/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.21,79,S005,10,0.92,kg
10/7/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.23,115,S007,10,0.8,kg
10/8/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,113,S001,10,0.95,kg
10/9/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.24,86,S001,10,0.95,kg
10/10/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.32,87,S002,10,0.9,kg
10/11/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.27,101,S006,10,0.88,kg
10/12/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,85,S005,10,0.92,kg
10/13/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,96,S002,10,0.9,kg
10/14/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.25,82,S008,10,0.96,kg
10/15/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.24,90,S002,10,0.57,kg
10/16/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,74,S007,10,0.61,kg
10/17/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.24,111,S002,10,0.9,kg
10/18/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.24,78,S007,10,0.8,kg
10/19/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,111,S002,10,0.9,kg
10/20/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.25,114,S002,10,0.9,kg
10/21/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.23,83,S002,10,0.9,kg
10/22/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,128,S004,10,0.98,kg
10/23/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,104,S006,10,0.88,kg
10/24/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,94,S005,10,0.92,kg
10/25/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.22,107,S003,10,0.44,kg
10/26/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.22,106,S003,10,0.46,kg
10/27/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.25,136,S006,10,0.88,kg
10/28/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.29,145,S007,10,0.44,kg
10/29/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,125,S002,10,0.9,kg
10/30/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.26,123,S010,10,0.75,kg
10/31/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.23,113,S008,10,0.96,kg
11/1/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,111,S006,10,0.88,kg
11/2/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.31,123,S001,10,0.95,kg
11/3/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,111,S007,10,0.8,kg
11/4/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,87,S010,10,0.75,kg
11/5/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.28,116,S003,10,0.85,kg
11/6/2021,LDPE (Low Density Polyethylene),PP002,Plastics and Polymers,1.3,102,S005,10,0.92,kg
